year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,Ford,F-150,FX2,SuperCrew,automatic,1ftfw1cf3bke02634,ca,35.0,62174.0,silver,black,ford motor credit company llc,19750,20900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap4bm831565,ca,24.0,33501.0,gray,black,nissan infiniti lt,17200,14000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3bh259622,ca,43.0,49429.0,white,beige,jpmorgan chase bank n.a.,9575,11600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chrysler,300,C,Sedan,automatic,2c3ca6ct5bh594011,ca,26.0,22319.0,black,black,western fcu,21500,20000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zc5eu9bf379693,ca,31.0,53919.0,silver,black,dtg operations inc,8475,9500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,automatic,2d4rn4dg4br732845,ca,25.0,41605.0,white,black,myrddin fleet services,9925,8100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6apxbm604378,ca,34.0,32832.0,gray,black,nissan infiniti lt,17200,17500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha9br274978,ca,19.0,96063.0,gray,gray,repo remarketing/schools first fcu,7225,5400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Santa Fe,Limited,SUV,automatic,5xyzk4ag4bg002299,ca,39.0,46390.0,white,beige,hyundai buybacks,16350,13200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Ford,F-150,FX4,SuperCab,automatic,1ftfx1ef7bke22718,ca,37.0,29711.0,black,black,ford motor credit company llc pd,26200,27100,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2011,Infiniti,EX,EX35,SUV,automatic,jn1aj0hp8bm801535,ca,4.0,44993.0,black,black,nissan infiniti lt,20600,23250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c5xbl420637,ca,29.0,38650.0,black,black,financial services remarketing (lease),31700,25000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Edge,SEL,SUV,automatic,2fmdk4jc0bbb51879,ca,33.0,43357.0,black,black,ford motor credit company llc pd,19500,19000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnscke03br107876,ca,36.0,110465.0,gray,black,century dealer services corp,22500,21500,Wed Jan 07 2015 12:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha7br173289,ca,41.0,88004.0,white,beige,cig financial,7600,8750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap3bm831640,ca,37.0,25606.0,gray,black,nissan infiniti lt,17800,17500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c50bl661864,ca,38.0,39989.0,—,black,financial services remarketing (lease),30300,33750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap5bm602778,ca,36.0,37823.0,blue,black,nissan infiniti lt,16850,16500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Traverse,LT1,SUV,automatic,1gnkrged4bj239879,ca,41.0,110618.0,silver,black,wells fargo dealer services,9600,11300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac1bh167731,ca,36.0,38781.0,black,black,santander consumer,11900,12600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,GMC,Sierra 1500,SLE,Extended Cab,automatic,1gtr1ve08bz326198,ca,27.0,31185.0,silver,black,remarketing by ge/golden 1 credit union,19200,18000,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2011,Ford,Mustang,V6,Coupe,automatic,1zvbp8am2b5169573,ca,39.0,34154.0,black,black,san diego sports cars,14250,16000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7bn8bt043315,ca,43.0,115751.0,white,gray,northwestern chrys/j/d/ge,8575,8600,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap2bm831628,ca,29.0,32303.0,white,green,nissan infiniti lt,17250,15750,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2011,BMW,M3,Base,Sedan,automatic,wbspm9c54be699016,ca,24.0,30463.0,gray,—,financial services remarketing (lease),41000,38500,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2011,Buick,LaCrosse,CXL,Sedan,automatic,1g4gc5ed9bf324512,ca,37.0,67592.0,silver,silver,wheels exchange llc,12350,13300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LS,Wagon,automatic,3gnbaafw6bs543461,ca,34.0,102539.0,white,gray,wholesale enterprise inc,5075,6400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Edge,SE,SUV,automatic,2fmdk3gc5bba57689,ca,39.0,27355.0,silver,beige,remarketing by ge/manheim california,15150,7750,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2011,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5ek4b1270994,ca,35.0,82905.0,white,black,tdaf remarketing,7200,6400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha9br188070,ca,45.0,36395.0,black,black,jpmorgan chase bank n.a.,9950,10000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,F-150,STX,Regular Cab,automatic,1ftmf1cm5bkd36514,ca,39.0,67718.0,red,gray,lease plan usa,11500,11800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Honda,Accord,LX,Sedan,automatic,1hgcp2f35ba131090,ca,29.0,26920.0,gray,tan,ahfc/honda lease trust/hvt  inc. eot,10950,12600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f48ba157076,ca,19.0,16545.0,black,beige,ahfc/honda lease trust/hvt  inc. eot,12700,11000,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2011,Honda,Accord Crosstour,EX-L,Hatchback,automatic,5j6tf1h50bl000660,ca,41.0,66829.0,silver,black,ahfc/honda lease trust/hvt  inc. eot,13700,15000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Edge,SEL,SUV,automatic,2fmdk3jc7bbb29890,ca,23.0,37826.0,black,tan,ford motor credit company llc,17800,17300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,automatic,1gc1kyc8xbf134853,ca,3.0,113585.0,white,beige,tradewinds remarketing,30300,30000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap8bm604248,ca,35.0,35358.0,black,black,nissan infiniti lt,17050,17000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Escape,XLT,SUV,automatic,1fmcu9d74bkc54178,ca,41.0,57710.0,—,beige,wheels exchange llc,12050,12600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac1bh273581,ca,45.0,79131.0,white,purple,jpmorgan chase bank n.a.,10950,11500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap2bm601040,ca,48.0,34378.0,white,gray,nissan infiniti lt,15700,17250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Traverse,LT1,SUV,automatic,1gnkvged8bj135858,ca,35.0,67807.0,gray,black,wells fargo dealer services,15550,15600,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2011,Hyundai,Equus,Signature,Sedan,automatic,kmhgh4jf8bu042912,ca,37.0,36047.0,black,black,hyundai motor finance,25500,26000,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2011,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c50bl716424,ca,47.0,24192.0,white,beige,financial services remarketing (lease),28400,28500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3bh261158,ca,46.0,39274.0,silver,gray,hyundai motor finance,9975,11800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Buick,LaCrosse,CXS,Sedan,automatic,1g4ge5ed8bf296535,ca,37.0,38455.0,black,black,fiserv/usb dealer services northstar exchange,18100,18250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae6bh029522,ca,19.0,124177.0,white,tan,hyundai motor finance,6350,5400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap0bm604356,ca,34.0,31594.0,black,black,nissan infiniti lt,17300,17000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Honda,CR-V,LX,SUV,automatic,5j6re3h39bl060928,ca,22.0,39743.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,13450,12600,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap1bm601885,ca,29.0,38011.0,white,gray,nissan infiniti lt,16900,17000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Cadillac,CTS,Base,Sedan,automatic,1g6da5ey1b0146018,ca,35.0,47795.0,black,black,fiserv/usb dealer services northstar exchange,15800,16250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,F-150,XL,SuperCab,automatic,1ftex1em5bfc39949,ca,36.0,91626.0,white,gray,enterprise fleet management exchange  inc.,14800,13300,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2011,Cadillac,SRX,Luxury,SUV,automatic,3gyfnaey1bs564777,ca,44.0,45192.0,black,beige,desert auto trade,19300,22750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Honda,Fit,Sport,Hatchback,automatic,jhmge8h59bc011867,ca,42.0,62552.0,gray,black,first investors servicing corp,9425,10100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap3bm830259,ca,36.0,44878.0,black,gray,nissan infiniti lt,16400,16750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap5bm831414,ca,28.0,21770.0,blue,black,nissan infiniti lt,17150,15500,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2011,Infiniti,FX,FX35,SUV,automatic,jn8as1mw2bm733038,ca,28.0,54910.0,gray,black,nissan infiniti lt,24800,24000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Dodge,Nitro,SE Fleet,SUV,automatic,1d4pu2gk3bw553136,ca,37.0,23189.0,silver,gray,lease plan usa,12650,12400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4de5bu145304,ca,31.0,83933.0,black,black,hyundai motor finance,12550,13000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Cadillac,Escalade ESV,Premium,SUV,automatic,1gys3jef4br319395,ca,43.0,53639.0,black,tan,fiserv/usb dealer services northstar exchange,34200,35000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbe03br194937,ca,36.0,68858.0,gray,beige,fiserv/usb dealer services northstar exchange,23300,22750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Dodge,Challenger,Base,Coupe,automatic,2b3cj4dg5bh541845,ca,43.0,75407.0,gray,black,santander consumer,13400,14500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Cadillac,CTS-V,Base,Sedan,automatic,1g6dv5ep4b0111551,ca,3.0,56276.0,black,black,remarketing by ge/southern california financial,32200,28500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,EX,EX35,SUV,automatic,jn1aj0hp4bm801919,ca,34.0,18246.0,blue,beige,nissan infiniti lt,23900,22500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1et0bfd31646,ca,36.0,90598.0,white,black,remarketing by ge/xpress rent a car,23300,24250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap7bm602796,ca,26.0,41651.0,gray,gray,nissan infiniti lt,16600,14500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap7bm831639,ca,43.0,15670.0,white,gray,nissan infiniti lt,18450,18500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Escape,XLT,SUV,automatic,1fmcu0d71bka27879,ca,25.0,48990.0,black,tan,santander consumer,11050,10200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Genesis,4.6,Sedan,automatic,kmhgc4df3bu144936,ca,42.0,62438.0,silver,black,hyundai motor finance,15950,15000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Flex,SEL,Wagon,automatic,2fmhk6ct0bbd20891,ca,36.0,78735.0,gray,black,ge fleet services for itself/servicer,17950,16750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6apxbm604106,ca,46.0,29181.0,white,gray,nissan infiniti lt,17500,18250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e14bf326361,ca,27.0,75551.0,white,gray,a l financial,7825,6500,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2011,Chevrolet,Camaro,LS,Coupe,automatic,2g1fa1edxb9186222,ca,45.0,31736.0,white,gray,bmw of riverside,14000,16200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Equus,Signature,Sedan,automatic,kmhgh4jf3bu036449,ca,38.0,38964.0,silver,black,hyundai motor finance,24700,25500,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap6bm604247,ca,43.0,42567.0,gray,gray,nissan infiniti lt,16500,17000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Cadillac,SRX,Luxury,SUV,automatic,3gyfndey8bs588009,ca,43.0,44622.0,white,beige,fiserv/usb dealer services northstar exchange,21300,23250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,F-150,FX2,SuperCrew,automatic,1ftfw1cf0bkd87428,ca,39.0,181395.0,blue,gray,nvp remarketing,17000,12250,Tue Jan 06 2015 04:00:00 GMT-0800 (PST)
2011,Honda,Accord,EX-L,Sedan,automatic,1hgcp2f88ba094631,ca,19.0,40757.0,gray,black,remarketing by ge/manheim southern california,13850,11600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4br185657,ca,39.0,101742.0,—,gray,wheels exchange llc,6975,6800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Ford,F-150,FX2,SuperCab,automatic,1ftfx1cf0bkd19577,ca,21.0,48577.0,black,black,remarketing by ge/flagship credit acceptance,19100,14250,Tue Jan 06 2015 12:00:00 GMT-0800 (PST)
2011,Buick,LaCrosse,CX,Sedan,automatic,1g4ga5ed0bf156295,ca,26.0,47414.0,beige,tan,santander consumer,11050,10000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,automatic,2d4rn4dg2br731466,ca,33.0,90811.0,white,gray,ge fleet services for itself/servicer,7550,7100,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2011,Chevrolet,Equinox,LT1,SUV,automatic,2gnaldecxb1159726,ca,42.0,89376.0,white,black,remarketing by ge/manheim southern california,10050,8900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap8bm604444,ca,35.0,19916.0,gray,—,nissan infiniti lt,18150,18750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Elantra,GLS PZEV,Sedan,automatic,5npdh4ae6bh052914,ca,39.0,42419.0,silver,gray,wells fargo dealer services,10050,11700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6apxbm603974,ca,39.0,17236.0,gray,gray,nissan infiniti lt,18400,18500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SPORT,Sedan,automatic,3fahp0kcxbr292447,ca,36.0,41665.0,black,black,exeter finance corp,13150,12000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew6bg166126,ca,36.0,81160.0,—,black,wheels exchange llc,11550,11750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Flex,Limited,Wagon,automatic,2fmgk5dc8bbd00246,ca,31.0,103584.0,white,tan,rancho ford,13350,11300,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2011,Hyundai,Equus,Signature,Sedan,automatic,kmhgh4jf0bu041088,ca,35.0,37173.0,gray,black,hyundai motor finance,25800,25800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Escape Hybrid,Base,SUV,automatic,1fmcu4k36bkc04773,ca,41.0,40204.0,black,beige,galpin ford studio rentals,16600,20250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Traverse,LT1,SUV,automatic,1gnkrged0bj296113,ca,29.0,46706.0,gray,gray,dtg operations inc,15300,14900,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2011,Infiniti,EX,EX35,SUV,automatic,jn1aj0hr4bm854640,ca,44.0,39118.0,black,black,nissan infiniti lt,22000,23500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac3bh088965,ca,25.0,102884.0,white,black,hyundai motor finance,8375,8400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Equinox,LS,SUV,automatic,2cnalbec2b6364503,ca,38.0,49945.0,white,gray,wheels exchange llc,11600,13500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Honda,Civic,LX-S,Sedan,automatic,2hgfa1f69bh537426,ca,23.0,60305.0,silver,black,ahfc/honda lease trust/hvt  inc.,9375,8600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Mustang,V6,Convertible,automatic,1zvbp8emxb5134256,ca,32.0,51850.0,gray,black,fiserv/usb dealer services northstar exchange,12200,12750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Chrysler,300,Base,Sedan,automatic,2c3ca5cg0bh580692,ca,38.0,34994.0,blue,tan,fiserv/usb dealer services northstar exchange,17250,16250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Santa Fe,GLS,SUV,automatic,5xyzgdag3bg083393,ca,39.0,25305.0,blue,gray,hyundai buybacks,15200,12000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Honda,CR-V,EX-L,SUV,automatic,5j6re3h79bl048698,ca,38.0,39379.0,white,gray,ahfc/honda lease trust/hvt  inc.,16750,17800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac3bh044254,ca,23.0,70093.0,black,black,exeter finance corp,10150,10300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Traverse,LT2,SUV,automatic,1gnkrjed2bj415308,ca,26.0,25305.0,silver,gray,fiserv/usb dealer services northstar exchange,19150,18500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,BMW,X6 M,Base,SUV,automatic,5ymgz0c52blk14072,ca,43.0,20131.0,blue,black,bill pearce motors,48700,51000,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,Regular Cab,automatic,1ftkr1ad8bpb02307,ca,31.0,63943.0,white,gray,lease plan usa,9150,10200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Chrysler,300,C,Sedan,automatic,2c3ca6ct5bh536674,ca,45.0,61030.0,white,beige,wells fargo dealer services,17850,18800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Traverse,LS,SUV,automatic,1gnkreed9bj197245,ca,36.0,62184.0,gray,gray,skyhigh remarketing inc,12300,13500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap9bm604226,ca,41.0,33493.0,white,gray,nissan infiniti lt,17150,18000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fj5bm106616,ca,28.0,42971.0,yellow,black,onemain rem/m&m auto traders,8525,9000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e13bf325251,ca,35.0,38609.0,blue,gray,fiserv/usb dealer services northstar exchange,9625,9500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Honda,Accord,EX,Sedan,automatic,1hgcp2f73ba074763,ca,33.0,42629.0,white,tan,ahfc/honda lease trust/hvt  inc. eot,12550,13300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c59bll67929,ca,38.0,72841.0,gray,black,financial services remarketing (lease),25500,27750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap9bm830752,ca,37.0,35378.0,black,black,nissan infiniti lt,17050,17000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn3bw152380,ca,29.0,88326.0,gray,black,santander consumer,6450,6900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap0bm602512,ca,41.0,45179.0,gray,gray,nissan infiniti lt,16350,17000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Express Cargo,2500,Van,automatic,1gcwggba2b1127401,ca,19.0,89928.0,white,gray,enterprise fleet management exchange  inc.,12150,10500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2011,Ford,Edge,Limited,SUV,automatic,2fmdk4kc9bbb55301,ca,43.0,31519.0,black,black,ford motor credit company llc pd,22500,23300,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2011,Ford,Explorer,XLT,SUV,automatic,1fmhk8d88bga57418,ca,38.0,75162.0,gray,black,premium auto wholesale,18350,17500,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2011,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftse3el5bda45283,ca,2.0,104702.0,white,gray,enterprise fm exchange/tra/lease,11150,9200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Honda,Insight,EX,Hatchback,automatic,jhmze2h78bs005457,ca,36.0,92485.0,white,beige,ahfc/honda lease trust/hvt  inc.,7450,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Santa Fe,SE,SUV,automatic,5xyzh4ag6bg087225,ca,4.0,34104.0,blue,black,hyundai buybacks,14550,12400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c54bl372051,ca,27.0,109626.0,black,beige,ideal lease,21800,23500,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2011,Ford,Fusion Hybrid,Base,Sedan,automatic,3fadp0l3xbr190692,ca,2.0,55866.0,black,gray,donlen corporation,12200,12100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,F-150,XLT,SuperCab,automatic,1ftex1cm3bfd14408,ca,45.0,28696.0,black,black,robinson ford sales inc,18900,22000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Cadillac,CTS-V Coupe,Base,CTS-V Coupe,automatic,1g6dv1ep8b0131875,ca,42.0,30066.0,silver,black,bill pearce motors,37900,38750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,F-250 Super Duty,XL,Crew Cab,automatic,1ft7w2a66bec21569,ca,28.0,116307.0,white,gray,wholesale motor sales inc,8825,9200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg2br740623,ca,42.0,15452.0,white,beige,wheels exchange llc,15850,16400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Cadillac,Escalade ESV,Premium,SUV,automatic,1gys4jef1br334742,ca,29.0,52462.0,silver,black,fiserv/usb dealer services northstar exchange,34800,35000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap8bm603648,ca,38.0,38225.0,gray,black,nissan infiniti lt,16850,16500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja4br180680,ca,39.0,68000.0,silver,black,wheels exchange llc,9050,10400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,FX,FX35,SUV,automatic,jn8as1mu2bm712107,ca,43.0,30140.0,blue,black,nissan infiniti lt,28400,28000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e1xbf331046,ca,42.0,26321.0,white,brown,gm financial,10300,11500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,FX,FX35,SUV,automatic,jn8as1mu4bm711802,ca,34.0,48901.0,brown,black,nissan infiniti lt,25500,28250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap8bm602015,ca,41.0,35292.0,gray,black,nissan infiniti lt,17050,18250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae6bh044442,ca,21.0,73792.0,silver,gray,exeter finance corp,8050,8000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,GMC,Acadia,SLE,SUV,automatic,1gkkrpedxbj316946,ca,42.0,25234.0,black,black,fiserv/usb dealer services northstar exchange,17900,19000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
